"DLA",1.0532404183606e-06,0.526620209180301
"DLA",1.05372346250754e-06,0.52686173125377
"DLA",1.05420864113793e-06,0.527104320568967
"DLA",1.0546959559094e-06,0.527347977954699
"DLA",1.05518540837788e-06,0.527592704188941
"DLA",1.05567699999663e-06,0.527838499998315
"DLA",1.05617073211512e-06,0.52808536605756
"DLA",1.05666660597805e-06,0.528333302989023
"Drift",1.76502444403844e-06,0.528333302989023
"DLA",1.05714546345235e-06,0.528572731726175
"DLA",1.05762170875115e-06,0.528810854375577
"DLA",1.05809535574529e-06,0.529047677872644
"DLA",1.05856641826424e-06,0.529283209132121
"DLA",1.05903491009532e-06,0.529517455047661
"DLA",1.05950084498284e-06,0.52975042249142
"DLA",1.05996423662733e-06,0.529982118313664
"DLA",1.06042509868479e-06,0.530212549342394
"DLA",1.06088344476596e-06,0.530441722382979
"DLA",1.06133928843562e-06,0.530669644217812
"DLA",1.06179264321194e-06,0.530896321605969
"DLA",1.06224352256577e-06,0.531121761282884
"DLA",1.06269193992009e-06,0.531345969960045
"DLA",1.06313790864937e-06,0.531568954324687
"DLA",1.06358144207903e-06,0.531790721039515
"DLA",1.06402255348484e-06,0.53201127674242
"Drift",1.42607662916008e-06,0.53201127674242
"DLA",1.06449753132589e-06,0.532248765662946
"DLA",1.06497456032011e-06,0.532487280160055
"DLA",1.06545364199251e-06,0.532726820996253
"DLA",1.06593477777441e-06,0.532967388887205
"DLA",1.06641796900251e-06,0.533208984501257
"DLA",1.06690321691796e-06,0.533451608458978
"DLA",1.06739052266537e-06,0.533695261332687
"DLA",1.067879887292e-06,0.533939943645998
"DLA",1.06837131174671e-06,0.534185655873356
"DLA",1.06886479687917e-06,0.534432398439583
"DLA",1.06936034343885e-06,0.534680171719425
"DLA",1.0698579520742e-06,0.5349289760371
"DLA",1.07035762333171e-06,0.535178811665857
"DLA",1.07085935765505e-06,0.535429678827527
"DLA",1.07136315538417e-06,0.535681577692085
"DLA",1.07186901675444e-06,0.535934508377219
"Drift",1.79432187645793e-06,0.535934508377219
"DLA",1.0723398382971e-06,0.53616991914855
"DLA",1.07280816067368e-06,0.53640408033684
"DLA",1.07327399689138e-06,0.536636998445691
